gameId,gameDuraton,blueWins,blueFirstBlood,blueFirstTower,blueFirstBaron,blueFirstDragon,blueFirstInhibitor,blueDragonKills,blueBaronKills,blueTowerKills,blueInhibitorKills,blueWardPlaced,blueWardkills,blueKills,blueDeath,blueAssist,blueChampionDamageDealt,blueTotalGold,blueTotalMinionKills,blueTotalLevel,blueAvgLevel,blueJungleMinionKills,blueKillingSpree,blueTotalHeal,blueObjectDamageDealt,redWins,redFirstBlood,redFirstTower,redFirstBaron,redFirstDragon,redFirstInhibitor,redDragonKills,redBaronKills,redTowerKills,redInhibitorKills,redWardPlaced,redWardkills,redKills,redDeath,redAssist,redChampionDamageDealt,redTotalGold,redTotalMinionKills,redTotalLevel,redAvgLevel,redJungleMinionKills,redKillingSpree,redTotalHeal,redObjectDamageDealt
4134113320,1674,0,0,0,0,0,0,2,0,4,0,77,25,9,26,9,49380,44024,666,64,12.8,180,2,14168,44682,1,1,1,1,1,1,2,1,9,2,68,37,26,9,35,65714,53994,666,75,15.0,153,3,26476,53052
4173376911,1891,0,1,1,0,0,0,0,0,4,0,72,38,32,40,46,99622,57621,653,71,14.2,130,7,20254,24476,1,0,0,1,1,1,4,1,8,1,96,34,40,32,56,104599,66620,621,79,15.8,204,9,49903,61284
4160526620,2210,0,1,1,0,1,1,4,0,6,1,115,26,41,46,50,125653,69779,705,79,15.8,222,8,47237,54802,1,0,0,1,0,0,2,2,9,1,95,48,46,41,78,137039,75599,708,84,16.8,216,9,32140,87447
4199957785,1707,0,0,0,0,1,0,3,0,1,0,87,33,15,36,18,86203,43978,590,64,12.8,137,3,28746,36858,1,1,1,0,0,1,1,0,7,2,90,41,36,15,80,85612,58857,646,75,15.0,187,7,47172,33229
4211830638,1737,1,0,1,1,0,1,2,1,11,4,82,43,25,20,55,71497,58655,630,72,14.4,219,7,22547,88198,0,1,0,0,1,0,2,0,1,0,73,21,20,25,24,65280,48065,597,69,13.8,129,5,19915,23074
4119894791,1564,1,1,1,1,1,1,3,1,8,1,64,20,36,13,58,86394,54320,543,71,14.2,142,8,42111,61435,0,0,0,0,0,0,0,0,1,0,49,12,13,36,17,59366,40672,574,60,12.0,80,3,25575,14136
4209754424,1319,0,0,0,0,0,0,0,0,1,0,45,17,8,20,11,30962,33811,461,56,11.2,125,2,14399,12016,1,1,1,1,1,0,3,1,4,0,44,20,20,8,37,47420,44733,483,64,12.8,127,4,27173,75836
4230423174,1100,1,0,1,0,0,0,1,0,2,0,34,6,14,9,21,36138,32123,360,50,10.0,109,3,14038,31489,0,1,0,0,1,0,2,0,1,0,37,8,9,14,11,27786,27482,335,46,9.2,77,3,12919,23691
4187263053,1525,0,1,1,0,0,0,0,0,1,0,55,22,10,24,22,50305,38640,513,59,11.8,127,3,17004,17725,1,0,0,1,1,1,4,1,4,1,65,21,24,10,54,67261,48969,605,67,13.4,145,7,34023,55687
4193015229,1248,0,0,0,0,0,0,0,0,0,0,55,15,15,27,30,39515,34160,431,55,11.0,82,3,15215,17747,1,1,1,1,1,0,3,1,4,0,47,25,27,15,30,59400,45108,534,62,12.4,130,4,16375,44357
4199083844,943,1,1,1,0,1,0,1,0,3,0,39,9,11,2,15,21404,29713,397,48,9.6,83,3,10839,23183,0,0,0,0,0,0,0,0,0,0,26,9,2,11,2,14989,21401,326,43,8.6,96,1,7962,3363
4068095808,578,1,1,1,0,1,1,1,0,8,1,7,2,7,0,6,9435,21795,236,34,6.8,36,2,3700,34268,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,4106,9913,87,20,4.0,32,0,2665,521
4177042434,1549,0,0,1,0,0,0,0,0,1,0,58,23,8,21,4,36271,39432,553,60,12.0,178,1,15769,21332,1,1,0,1,1,1,4,1,8,2,75,23,21,8,29,44840,50573,651,71,14.2,194,5,23731,64598
4118915885,1593,1,1,1,1,1,1,3,1,7,1,60,35,26,9,63,57956,51250,545,68,13.6,155,4,46258,63128,0,0,0,0,0,0,0,0,4,0,81,32,9,26,15,48079,43687,608,59,11.8,178,2,10171,18627
4172486519,1491,1,1,1,0,0,1,0,0,4,1,0,0,42,41,97,161745,74553,316,90,18.0,0,12,46615,9530,0,0,0,0,0,0,0,0,1,0,0,0,41,42,101,143529,70620,280,90,18.0,0,12,67850,3605
4227549541,965,1,1,1,0,1,0,2,0,4,0,30,8,17,11,30,34632,34163,370,50,10.0,94,3,9934,27457,0,0,0,0,0,0,0,0,0,0,24,10,11,17,15,33414,25788,334,45,9.0,64,2,18137,7529
4140307917,2326,0,1,0,1,1,0,2,1,5,0,81,43,33,41,58,109791,71279,798,81,16.2,227,10,99495,72107,1,0,1,0,0,1,4,1,8,2,102,32,41,33,85,157223,77698,854,87,17.4,228,12,29404,96896
4225938849,2132,0,0,0,0,1,0,3,1,4,0,107,45,29,36,47,106727,65170,742,80,16.0,206,7,20457,56753,1,1,1,1,0,1,3,1,9,2,97,52,36,29,62,99491,70646,761,82,16.4,217,10,33622,73301
4150335938,1331,1,1,1,0,0,0,1,0,5,0,59,17,23,14,31,50512,43340,523,61,12.2,138,5,21225,34943,0,0,0,0,1,0,2,0,1,0,57,23,14,23,18,40927,36972,477,56,11.2,135,3,13385,26190
4099432320,1550,0,0,0,0,0,0,1,0,2,0,80,13,19,30,33,68135,43850,554,63,12.6,162,5,14672,40603,1,1,1,1,1,1,2,1,9,2,48,26,30,19,51,64168,55172,616,71,14.2,153,7,47588,55568
4158045785,1494,0,0,0,0,0,0,2,0,1,0,44,20,16,29,24,69439,38986,496,59,11.8,109,5,16940,20722,1,1,1,1,1,1,1,1,8,1,58,23,29,16,55,70143,52672,586,69,13.8,136,7,37938,51564
4223397853,1009,0,1,0,0,1,0,1,0,0,0,31,12,10,13,9,28194,25876,365,48,9.6,73,1,13971,8650,1,0,1,0,0,0,1,0,3,0,42,9,13,10,9,28237,32498,427,52,10.4,111,2,12346,28686
3558484269,1320,1,0,1,1,1,1,1,1,8,1,60,17,26,10,34,43554,47821,515,64,12.8,160,5,23016,49539,0,1,0,0,0,0,0,0,1,0,51,12,8,26,11,44080,33075,476,54,10.8,58,2,4384,8115
4247457315,1554,1,0,1,1,1,1,3,1,6,1,42,15,47,28,57,79690,58332,472,71,14.2,180,8,39496,56010,0,1,0,0,0,0,0,0,3,0,47,10,27,48,33,70478,50190,497,66,13.2,126,7,15636,19486
4243349050,2202,0,1,1,1,0,0,2,1,6,0,70,25,41,53,52,154917,73566,741,83,16.6,246,9,44639,73638,1,0,0,0,1,1,4,1,10,2,89,25,53,41,89,158017,75468,676,88,17.6,188,12,74764,62899
4207955140,2084,0,0,0,0,1,1,3,0,6,2,88,34,36,37,51,107152,65264,683,81,16.2,176,9,29565,53050,1,1,1,1,0,0,2,1,9,1,62,30,37,36,66,112623,71263,735,84,16.8,268,9,43655,78161
4184195082,983,0,1,1,0,0,0,0,0,2,0,0,0,45,54,118,115875,56052,206,79,15.8,0,13,17067,4463,1,0,0,0,0,1,0,0,4,2,0,0,54,45,145,109034,59509,202,83,16.6,0,16,27273,9543
4224275922,1216,0,0,0,0,0,0,0,0,0,0,33,11,11,29,16,39627,32482,446,54,10.8,87,4,6740,3871,1,1,1,0,1,1,2,0,4,1,53,13,29,11,46,48778,42196,454,61,12.2,112,7,26572,39336
4212677324,1902,1,1,0,1,1,1,4,1,11,2,48,13,46,30,46,127321,67248,645,80,16.0,195,8,25658,76145,0,0,1,0,0,0,0,0,3,0,45,8,30,46,42,87575,56263,561,72,14.4,127,8,41587,18996
3830565797,1319,0,1,0,0,0,0,0,0,0,0,57,21,17,40,26,46601,36386,396,53,10.6,76,4,9922,4200,1,0,1,1,1,1,2,1,9,1,68,27,40,17,49,71457,53612,480,65,13.0,135,8,22749,57066
4178192745,1626,1,1,1,1,1,1,3,1,6,1,62,23,36,17,59,82496,58988,567,72,14.4,187,7,26050,50004,0,0,0,0,0,0,0,0,1,0,59,19,17,36,29,58362,44653,515,65,13.0,131,3,19685,18070
4095748521,2357,1,0,1,0,0,0,4,2,9,1,78,54,49,46,99,174472,84486,872,89,17.8,235,11,62167,111937,0,1,0,1,1,1,2,1,7,1,122,37,46,49,82,158470,80037,802,84,16.8,259,7,43056,58879
4218777658,873,1,1,1,0,1,1,1,0,8,1,27,8,14,4,15,29364,31451,343,47,9.4,91,3,10938,36989,0,0,0,0,0,0,0,0,0,0,25,3,4,14,5,14584,18708,214,37,7.4,59,0,4902,1544
4040973744,1824,0,1,0,0,1,0,2,0,5,0,80,23,28,32,49,90035,59713,668,73,14.6,198,7,33949,41267,1,0,1,1,0,1,3,2,6,1,65,31,32,28,63,98952,63386,702,77,15.4,173,9,45257,83340
4151360629,1428,1,0,1,0,0,1,2,0,8,1,47,24,25,20,41,65319,51665,555,65,13.0,182,5,26192,56341,0,1,0,0,1,0,1,0,1,0,61,12,20,25,28,55309,40814,511,59,11.8,97,5,14266,17864
4165605416,1925,0,1,0,0,0,0,0,0,2,1,0,0,73,83,152,214638,99335,481,90,18.0,0,16,65365,4980,1,0,1,0,0,1,0,0,4,3,0,0,83,73,169,284227,101350,466,90,18.0,0,20,41485,9352
4165557790,994,0,1,0,0,1,0,2,0,0,0,27,10,7,16,6,17076,23975,306,48,9.6,89,1,8346,8441,1,0,1,0,0,0,0,0,2,0,32,7,16,7,11,30120,30297,367,50,10.0,90,4,12151,24540
3998276796,914,0,0,0,0,0,0,1,0,0,0,32,9,12,24,18,23683,25553,286,45,9.0,83,3,10483,10852,1,1,1,0,1,0,1,0,3,0,37,7,24,12,35,40644,33347,351,49,9.8,76,6,9005,23240
4167319416,1927,0,1,1,0,0,0,0,0,4,0,70,40,18,34,26,74440,55095,693,72,14.4,190,5,29847,40851,1,0,0,1,1,1,4,1,9,2,89,33,34,18,68,98244,65444,726,79,15.8,229,9,40886,83782
4159670483,1960,1,1,0,1,0,1,1,1,7,1,98,58,28,17,52,91908,64552,783,81,16.2,227,5,56826,59716,0,0,1,0,1,0,3,0,5,0,110,46,17,28,29,78280,56739,787,73,14.6,192,4,26155,56546
4196803291,1925,0,1,1,0,1,0,3,0,2,0,64,32,19,29,33,67161,54400,707,74,14.8,188,6,26681,42050,1,0,0,1,0,1,2,1,10,2,87,33,29,19,56,90336,66513,824,82,16.4,200,7,23310,65806
4243197564,934,1,0,1,0,0,0,0,0,4,0,35,12,35,12,41,50074,37878,403,54,10.8,96,8,12135,18337,0,1,0,0,1,0,2,0,1,0,36,8,11,35,12,35581,26498,260,45,9.0,59,2,12742,20632
4236535459,2342,1,1,1,1,0,1,4,2,10,2,149,79,36,25,51,141286,78476,870,87,17.4,298,8,37319,117411,0,0,0,0,1,0,1,0,2,0,137,72,25,36,36,104810,66067,958,81,16.2,142,6,67654,30812
4088514371,1012,0,0,0,0,0,0,0,0,1,0,42,16,7,14,7,22448,26048,397,47,9.4,86,2,8802,7782,1,1,1,0,1,0,2,0,1,0,40,14,14,7,18,28844,31279,429,52,10.4,110,3,7327,28593
4218160157,1260,1,0,1,0,0,1,0,0,4,3,0,0,43,62,96,135168,67613,241,89,17.8,0,12,27412,8615,0,1,0,0,0,0,0,0,2,1,0,0,62,43,179,154751,73072,235,90,18.0,0,18,62185,4991
4160259170,1180,0,1,0,0,0,0,0,0,1,0,39,16,10,26,9,39677,30058,398,51,10.2,83,2,15783,13401,1,0,1,0,1,1,2,0,10,2,55,24,26,10,23,50672,43638,483,61,12.2,138,6,19077,53635
4239859430,1293,1,1,1,0,1,1,2,0,7,1,56,10,27,9,46,65910,45326,525,61,12.2,124,7,14892,47626,0,0,0,0,0,0,1,0,1,0,39,15,9,27,8,34394,35966,563,57,11.4,104,2,19649,20423
4013988821,1819,1,0,0,0,1,1,2,0,9,2,50,8,46,32,49,103845,67276,633,79,15.8,152,10,42298,47077,0,1,1,0,0,0,2,0,4,0,62,11,31,46,25,98768,55865,620,73,14.6,157,5,26875,34858
4239127343,834,1,1,1,0,0,1,0,0,4,1,0,0,51,24,141,102216,51614,165,75,15.0,0,12,10752,9717,0,0,0,0,0,0,0,0,1,0,0,0,24,51,45,52286,43073,126,67,13.4,0,5,16456,2525
4085020382,1554,0,0,0,0,1,0,2,0,0,0,48,20,13,32,23,56550,37051,457,57,11.4,80,3,29941,29888,1,1,1,1,0,1,2,1,9,1,65,17,32,13,72,84125,56077,590,70,14.0,161,8,36996,60790
4202773364,1680,0,0,0,0,1,0,2,0,4,0,81,30,19,31,25,63460,53453,720,73,14.6,150,2,34662,46247,1,1,1,1,0,1,2,1,11,3,62,35,30,19,33,87336,58750,624,77,15.4,181,9,27303,72947
4120636588,1880,0,0,0,1,1,0,2,1,2,0,86,39,20,32,38,93461,52624,611,70,14.0,174,2,25240,48072,1,1,1,0,0,1,2,0,9,2,79,36,32,20,68,105311,61698,654,75,15.0,201,6,59892,53702
4213415010,1602,0,0,0,0,1,0,1,0,2,0,66,24,16,28,26,52543,42918,551,63,12.6,122,3,12826,24692,1,1,1,1,0,1,3,1,9,1,74,27,28,16,44,70824,52351,582,72,14.4,179,7,26004,90926
4086043876,1150,1,0,1,0,1,1,3,0,5,1,52,26,14,5,21,34220,37449,509,57,11.4,138,4,16865,46124,0,1,0,0,0,0,0,0,5,0,54,12,5,14,4,22456,32665,484,52,10.4,112,1,7873,20505
4112099963,1306,0,1,0,0,1,1,4,0,6,1,53,4,68,81,57,165313,95091,467,106,21.2,171,16,35642,87140,1,0,1,1,0,0,1,1,10,1,65,0,81,68,77,187742,102238,530,111,22.2,123,22,21035,88257
4230201449,1801,0,0,0,0,0,0,2,0,2,0,80,39,23,36,38,85878,53011,632,71,14.2,179,5,22789,40722,1,1,1,1,1,1,2,1,8,1,81,27,36,23,68,89074,62593,682,76,15.2,151,9,48808,59105
4253629393,1786,1,0,1,1,0,1,2,2,11,3,52,37,26,22,43,88362,61684,700,77,15.4,196,6,30171,72644,0,1,0,0,1,0,2,0,1,0,70,20,22,26,35,66243,52611,668,73,14.6,156,5,30847,28842
4194965149,1622,0,0,0,0,0,0,0,0,1,0,57,23,22,42,38,96238,46587,536,67,13.4,118,5,52245,12704,1,1,1,1,1,1,3,1,9,2,63,28,41,22,59,105851,61686,623,78,15.6,199,10,47054,72788
3948499493,2043,1,0,1,0,1,1,3,1,11,5,103,37,41,35,69,123402,72746,709,80,16.0,196,7,25456,75988,0,1,0,1,0,0,1,1,3,0,98,28,35,41,64,95051,70757,725,82,16.4,198,6,37706,40301
4121503942,1921,0,1,1,0,0,0,1,0,3,0,73,21,25,37,38,85052,54340,624,68,13.6,137,5,40581,35447,1,0,0,1,1,1,3,1,8,1,65,30,37,25,66,109667,62733,593,76,15.2,161,9,66873,57216
4233994714,927,1,1,1,0,0,0,1,0,5,0,29,8,15,6,18,28714,31958,315,46,9.2,108,5,13239,31466,0,0,0,0,1,0,1,0,0,0,30,1,6,15,2,20368,22989,302,40,8.0,89,1,7037,10170
4137753439,1820,1,1,1,1,1,1,3,1,7,1,101,27,30,22,56,105520,59369,698,75,15.0,201,8,21862,76704,0,0,0,0,0,0,0,0,2,0,75,39,22,30,48,81043,54614,695,73,14.6,169,7,44898,40191
4044100179,1726,1,1,1,1,1,1,3,1,11,5,73,26,29,22,51,70424,58830,610,71,14.2,198,8,25583,76579,0,0,0,0,0,0,1,0,2,0,70,20,22,29,43,69599,53494,718,72,14.4,152,4,17887,28635
4205086218,1410,1,0,0,1,0,1,2,1,8,1,45,21,36,13,54,65409,51564,504,70,14.0,155,8,20711,68227,0,1,1,0,1,0,1,0,1,0,51,11,13,36,7,35358,37313,508,57,11.4,119,3,17074,21235
4244485913,1384,0,0,0,0,0,0,1,0,2,0,60,16,12,28,10,43914,38580,573,60,12.0,116,2,10098,12288,1,1,1,1,1,0,2,1,5,0,56,37,28,12,38,61372,49477,557,69,13.8,135,6,24962,62838
4183330044,919,0,0,0,0,1,0,1,0,0,0,23,3,3,10,3,16689,21058,283,40,8.0,75,0,6274,14871,1,1,1,0,0,0,1,0,4,0,24,11,10,3,11,19826,29199,393,47,9.4,75,3,10963,20400
4184643714,914,0,0,0,0,0,0,0,0,0,0,29,10,6,17,6,18502,21802,278,42,8.4,60,1,6106,2221,1,1,1,0,1,0,2,0,3,0,33,6,17,6,17,30386,32024,402,49,9.8,92,3,7964,26062
4084748068,1552,1,1,1,1,0,1,2,1,6,1,72,32,21,11,40,66164,50058,632,68,13.6,147,3,17696,58911,0,0,0,0,1,0,2,0,0,0,66,19,11,21,18,44601,37858,553,61,12.2,125,2,16198,16489
4103360517,726,1,1,1,0,1,0,1,0,3,0,20,1,50,25,58,61847,53438,216,56,11.2,26,12,16697,20057,0,0,0,0,0,0,0,0,0,0,12,0,25,51,34,54968,44345,189,53,10.6,61,5,6860,6976
4227450682,1284,0,1,0,0,0,0,0,0,1,0,54,14,11,25,14,30532,35136,477,53,10.6,108,2,9896,9004,1,0,1,1,1,0,2,1,4,0,50,19,25,11,39,53514,43866,492,63,12.6,131,4,17626,55068
4192731377,948,0,0,0,0,0,0,0,0,0,0,33,13,8,16,11,22628,26045,384,48,9.6,93,2,11514,6716,1,1,1,0,1,0,2,0,2,0,39,10,16,8,29,29005,32008,394,53,10.6,102,5,13448,29668
4078014665,1302,0,1,0,0,0,0,0,0,0,0,35,14,5,19,4,32036,31334,491,55,11.0,100,1,12267,6889,1,0,1,1,1,1,3,1,10,3,60,15,19,5,35,40327,46006,505,63,12.6,169,5,15830,83492
4201210900,1478,0,1,0,0,0,0,1,0,0,0,58,24,16,34,28,46089,40272,483,56,11.2,106,3,26331,18261,1,0,1,1,1,1,3,1,8,1,70,28,33,16,48,73877,52762,462,65,13.0,147,8,23494,75554
3867699196,1886,0,1,0,0,0,0,2,0,2,0,91,27,22,36,31,80473,54524,619,71,14.2,175,5,34132,34421,1,0,1,1,1,1,2,2,8,1,102,39,36,22,70,88981,70483,746,80,16.0,201,7,40814,77538
4140311752,1806,1,0,1,1,1,1,4,1,11,2,77,58,25,21,50,73363,60976,716,76,15.2,217,5,32434,68812,0,1,0,0,0,0,0,0,4,0,114,30,21,25,39,61501,53593,625,67,13.4,138,4,20893,28845
4249610897,1570,0,0,0,0,0,0,1,0,2,0,49,15,15,33,16,59917,41009,476,61,12.2,101,3,29426,27260,1,1,1,1,1,1,2,1,9,1,60,25,33,15,54,98548,53201,500,69,13.8,146,5,29014,49440
4170959914,1312,1,1,1,0,1,1,3,0,9,2,58,15,29,13,44,69761,48944,532,66,13.2,206,5,32106,65315,0,0,0,0,0,0,0,0,0,0,45,16,13,30,13,48846,37422,542,58,11.6,70,3,20434,9065
4242269442,1418,1,0,0,0,1,1,3,0,11,3,47,8,35,17,35,86974,50440,517,67,13.4,167,12,37721,52584,0,1,1,0,0,0,0,0,2,0,50,11,17,35,17,72285,43182,508,61,12.2,109,4,28183,30085
4243831550,914,1,1,1,0,0,0,0,0,6,0,40,13,19,3,29,37593,35810,418,50,10.0,83,4,14006,33423,0,0,0,0,1,0,2,0,0,0,26,9,3,19,4,21726,22466,307,44,8.8,95,1,9800,16734
4197749628,646,1,1,1,0,1,1,1,0,5,1,13,2,8,0,9,9417,21204,230,36,7.2,44,2,7714,21743,0,0,0,0,0,0,0,0,0,0,11,1,0,8,0,10693,13518,167,29,5.8,67,0,3905,3367
4165832940,1026,1,1,1,0,0,1,0,0,4,1,0,0,38,33,79,88235,55161,225,79,15.8,0,9,23345,8583,0,0,0,0,0,0,0,0,1,0,0,0,33,38,81,88242,51525,185,77,15.4,0,7,11206,2727
4223155421,192,1,0,0,0,0,0,0,0,0,0,5,0,2,3,1,2189,5228,41,11,2.2,4,0,578,887,0,1,0,0,0,0,0,0,0,0,3,0,3,2,1,2694,5097,22,10,2.0,4,0,674,0
4094224602,2262,1,1,1,1,1,1,2,1,11,3,121,43,38,38,52,120116,75188,856,86,17.2,255,12,48809,65536,0,0,0,0,0,0,4,2,2,0,104,53,38,39,72,127979,74344,868,89,17.8,223,6,57050,92950
3876062331,1790,1,0,0,1,0,0,1,1,3,1,73,21,27,27,46,89903,55605,636,74,14.8,124,6,24482,43012,0,1,1,0,1,1,3,0,6,1,72,26,27,27,35,95747,57056,648,69,13.8,191,5,33817,68717
4211683045,1248,1,0,1,0,1,1,1,0,8,1,39,10,39,14,58,71620,47219,455,64,12.8,137,8,15549,23707,0,1,0,0,0,0,0,0,0,0,33,7,13,39,20,39092,32092,383,51,10.2,68,4,11824,14024
4211556660,996,1,1,1,0,1,0,2,0,1,0,41,16,11,1,20,31967,30676,422,52,10.4,104,2,15205,21914,0,0,0,0,0,0,0,0,0,0,30,15,1,11,1,17631,22874,368,46,9.2,95,0,7983,6623
4232427219,1843,1,0,0,1,1,1,4,1,10,1,69,23,38,25,61,90898,64110,648,78,15.6,218,10,40001,84261,0,1,1,0,0,0,1,1,3,0,75,24,25,38,41,91325,55140,650,71,14.2,142,4,20176,36558
4189363862,2123,1,1,0,1,0,1,4,1,10,2,72,42,47,35,80,143558,71329,671,83,16.6,216,11,61992,96249,0,0,1,0,1,0,2,0,1,0,89,31,34,47,71,121068,61994,629,76,15.2,165,10,66898,30999
4191208380,1929,0,1,0,0,1,0,3,0,1,0,115,51,18,30,27,76070,53865,717,73,14.6,156,5,33092,39683,1,0,1,1,0,1,1,1,9,2,114,54,29,18,53,85743,64037,698,78,15.6,272,6,32401,67317
4142507958,2374,1,1,0,0,1,1,3,0,9,1,124,30,45,45,89,138268,73888,714,81,16.2,199,11,38961,97104,0,0,1,1,0,0,3,1,5,0,88,40,45,47,77,126246,72416,633,81,16.2,232,8,41013,52668
4109380121,918,1,1,1,0,1,0,2,0,2,0,34,10,14,0,23,26147,30558,402,49,9.8,101,4,13169,26046,0,0,0,0,0,0,0,0,0,0,26,7,0,14,0,18958,19599,320,41,8.2,63,0,4452,1076
4096364472,1167,1,1,1,1,1,1,4,1,9,2,44,8,72,51,91,154726,92373,397,91,18.2,86,17,26896,102696,0,0,0,0,0,0,0,0,4,0,38,2,51,72,75,119322,83239,437,85,17.0,99,12,18830,21327
4113073914,1377,0,0,0,0,0,0,0,0,2,0,36,10,20,43,31,60000,39266,387,57,11.4,85,4,15262,14770,1,1,1,0,1,1,3,0,8,1,35,9,43,20,55,76663,49329,476,62,12.4,129,11,22543,47166
4173725521,1555,0,1,0,0,1,0,1,0,1,0,54,21,18,31,34,56369,44002,562,64,12.8,113,2,14272,18381,1,0,1,1,0,1,2,1,9,2,67,19,31,18,49,77131,55993,575,71,14.2,198,5,24052,68543
4232612954,1529,1,0,1,1,1,1,2,1,5,1,59,40,20,17,34,54243,52981,655,69,13.8,184,3,19601,58880,0,1,0,0,0,0,1,0,1,0,83,28,17,20,18,52763,43756,646,66,13.2,130,5,13959,36572
4227395063,1601,1,0,1,0,1,1,4,0,8,2,72,37,34,22,65,72552,53531,492,69,13.8,158,5,19674,64367,0,1,0,0,0,0,0,0,3,0,75,22,22,34,23,60268,47233,632,63,12.6,143,4,10968,16284
4134018338,1360,0,0,0,0,0,0,0,0,0,0,42,20,15,26,8,44837,37064,506,58,11.6,113,2,9482,12460,1,1,1,0,1,1,3,0,9,3,50,20,26,15,36,57130,46771,504,61,12.2,134,6,21412,65937
4218678859,1446,1,1,1,0,1,1,3,0,8,1,78,29,10,3,28,40577,44288,642,65,13.0,170,4,22321,65789,0,0,0,0,0,0,1,0,1,0,62,26,3,11,8,29869,35509,595,59,11.8,139,1,24028,16732
4219966118,978,0,1,0,0,0,0,0,0,1,0,31,6,9,21,11,28234,27412,387,49,9.8,75,2,8914,15132,1,0,1,0,1,0,2,0,3,0,30,6,21,9,23,36613,35773,455,57,11.4,111,4,15155,25753
4186191164,1192,1,1,0,0,1,0,1,0,5,0,44,11,24,10,27,58875,40461,464,59,11.8,130,7,30585,24867,0,0,1,0,0,0,1,0,1,0,37,11,10,24,10,49711,32869,471,55,11.0,84,3,19502,15497
4139353346,2306,0,1,0,1,1,0,4,1,2,0,90,48,26,24,43,109610,61309,672,78,15.6,191,6,94883,65754,1,0,1,0,0,1,1,1,9,2,93,47,23,26,40,133875,70330,788,83,16.6,263,5,54712,70910
4064281811,1784,1,0,0,1,1,1,2,1,9,1,70,31,35,34,52,109065,62618,651,77,15.4,201,10,27837,56045,0,1,1,0,0,0,2,0,4,0,83,25,34,35,45,88319,58369,682,74,14.8,155,9,23920,37735
4157668477,1296,1,1,1,1,0,1,0,1,7,1,64,22,18,14,38,50721,43626,403,58,11.6,120,3,10337,46404,0,0,0,0,1,0,3,0,5,0,51,20,14,18,26,27382,39200,465,57,11.4,163,5,17766,43094
4245585884,1563,1,0,1,1,1,1,4,1,11,2,56,21,22,21,42,65638,53657,552,71,14.2,157,5,21548,82683,0,1,0,0,0,0,0,0,4,0,45,8,20,22,25,62517,46943,609,64,12.8,140,4,16268,32080
3815863887,1158,1,1,1,0,0,1,0,0,4,1,0,0,36,27,77,83927,59198,210,84,16.8,0,9,17248,7254,0,0,0,0,0,0,0,0,1,0,0,0,27,36,68,67639,55555,204,82,16.4,0,8,19691,2387
4204829796,970,1,1,1,0,0,0,1,0,5,0,41,11,29,16,37,51128,38723,351,56,11.2,78,7,16144,25399,0,0,0,0,1,0,1,0,0,0,34,11,16,29,16,40066,28244,290,48,9.6,83,2,13554,10473
4086917777,1896,1,0,0,1,0,1,2,2,9,2,92,28,38,36,70,97990,67973,626,81,16.2,207,7,44608,75715,0,1,1,0,1,0,3,0,2,0,83,34,36,38,49,111049,60763,628,75,15.0,171,11,25582,52360
4211596197,1122,0,0,0,0,1,0,1,0,0,0,36,9,12,34,14,35996,30706,394,51,10.2,64,1,12243,15855,1,1,1,0,0,1,1,0,9,1,34,12,34,12,47,65579,46199,429,59,11.8,110,9,14243,32935
4189999783,1020,1,1,1,0,1,1,1,0,9,1,34,12,11,8,19,30777,34673,402,51,10.2,137,3,21640,39309,0,0,0,0,0,0,0,0,0,0,26,3,8,11,14,21346,24195,295,39,7.8,36,3,6922,2781
4150987893,2251,0,1,1,1,1,1,2,1,10,1,44,12,58,51,48,165221,74942,617,85,17.0,226,14,44827,40845,1,0,0,0,0,0,1,0,3,0,31,7,51,58,57,161603,71181,626,84,16.8,144,9,58278,38275
4219019931,754,0,0,0,0,0,0,0,0,0,0,12,3,6,14,7,18104,17123,152,31,6.2,41,1,5152,701,1,1,1,0,1,1,1,0,7,1,19,1,13,6,21,20815,26482,238,42,8.4,54,4,8450,26879
4214420531,1608,0,0,0,0,1,0,1,0,1,0,53,10,14,29,16,60595,43062,605,65,13.0,147,2,23529,28202,1,1,1,1,0,1,3,1,11,2,48,23,29,14,66,75314,57226,653,73,14.6,161,6,25670,72119
4178719547,1471,0,1,1,0,1,0,2,0,2,0,54,13,23,39,33,72133,45938,512,64,12.8,92,5,17519,30769,1,0,0,1,0,1,1,1,9,2,50,19,39,23,61,74642,55512,547,70,14.0,170,9,32833,74228
4085366524,1846,0,1,1,0,1,0,2,1,5,0,84,31,33,39,54,94367,59734,623,74,14.8,157,6,28397,51874,1,0,0,1,0,1,2,1,6,1,89,33,39,33,72,102871,62761,665,76,15.2,184,9,41036,42582
4123567082,1528,1,1,1,1,1,1,4,1,6,1,64,33,25,16,40,59329,48689,519,67,13.4,119,5,39883,66243,0,0,0,0,0,0,0,0,3,0,75,25,16,25,12,55045,44852,594,61,12.2,191,2,19191,32795
4233188015,1800,0,0,1,0,0,0,1,0,2,0,78,15,13,32,25,77977,46211,572,63,12.6,141,4,15491,25481,1,1,0,1,1,1,4,2,9,1,65,32,31,13,63,85570,61450,671,75,15.0,201,6,74708,91193
4202657918,1175,0,0,0,0,0,0,0,0,0,0,25,8,10,30,8,38009,30835,376,52,10.4,92,1,13655,2761,1,1,1,0,1,1,2,0,8,1,46,9,30,10,38,52538,43200,434,63,12.6,107,8,13920,39876
